judul,author,rating,num_of_rating,min_age,max_age,image_url,desc,user
"Bud, Not Buddy",Christopher Paul Curtis,4.7,3.148,10,12,https://www.amazon.com/Bud-Buddy-Christopher-Paul-Curtis/dp/0440413281/ref=sr_1_386?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-386,"The Newbery Medal and Coretta Scott King Award-winning classic about a boy who decides to hit the road to find his father—from Christopher Paul Curtis, author of The Watsons Go To Birmingham—1963, a Newbery and Coretta Scott King Honoree.   It’s 1936, in Flint, Michigan. Times may be hard, and ten-year-old Bud may be a motherless boy on the run, but Bud’s got a few things going for him: 1. He has his own suitcase full of special things. 2. He’s the author of Bud Caldwell’s Rules and Things for Having a Funner Life and Making a Better Liar Out of Yourself. 3. His momma never told him who his father was, but she left a clue: flyers advertising Herman E. Calloway and his famous band, the Dusky Devastators of the Depression!!!!!!   Bud’s got an idea that those flyers will lead him to his father. Once he decides to hit the road to find this mystery man, nothing can stop him—not hunger, not fear, not vampires, not even Herman E. Calloway himself.  BEST BOOK OF THE YEAR: The New York TimesSchool Library JournalPublishers Weekly  “[A] powerfully felt novel.” —The New York Times   “Will keep readers engrossed from first page to last.” —Publishers Weekly, Starred   “Curtis writes with a razor-sharp intelligence that grabs the reader by the heart and never lets go. . . . This highly recommended title [is] at the top of the list of books to be read again and again.” —Voice of Youth Advocates, Starred",1
Just Go to Bed (Little Critter) (Pictureback(R)),Mercer Mayer,4.8,5.656000000000001,3,7,https://www.amazon.com/Just-Bed-Little-Critter-Pictureback/dp/0307119408/ref=sr_1_387?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-387,"Its time to sleep with this hilarious and adorable bedtime story featuring Little Critter! Perfect for parents to read aloud with their toddlers.Little Critter is not looking forward to bedtime. Whether it’s time for him to stop playing and take a bath, or making a fuss about getting into his jammies, both parents and children alike will relate to this beloved story. A great way to introduce children to their very own bedtime routine!",1
Freddie The Farting Snowman: A Funny Read Aloud Picture Book For Kids And Adults About Snowmen Farts and Toots (Toots and Farts),Jane Bexley,4.7,1.751,0,0,https://www.amazon.com/Freddie-Farting-Snowman-Picture-Snowmen/dp/B08M21XL12/ref=sr_1_388?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-388,"Top Gift For 2020!Did you know that snowmen fart? Its true! Follow Freddie the Farting Snowman to learn the hysterical kinds of farts that are a part of snowman life. The Arctic Blast, the Farticle Collider and many more will have you bursting with laughter!This book is appropriate for ALL AGES who dont mind silly toot humor (that is not overly gross). Words used include: toot, fart, gas, booty, rump, and bum. Grab this new release in time for the holiday gift giving season!8.5 x 8.5Premium glossy coverHilarious collection of fart names and situationsFull color, professional illustrationsAn easy quick gift for the kids (and kids at heart) on your gift list",1
When Stars Are Scattered,Victoria Jamieson,4.9,815.0,9,12,https://www.amazon.com/When-Stars-Scattered-Victoria-Jamieson/dp/0525553908/ref=sr_1_389?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-389,"A National Book Award Finalist, this remarkable graphic novel is about growing up in a refugee camp, as told by a former Somali refugee to the Newbery Honor-winning creator of Roller Girl.Omar and his younger brother, Hassan, have spent most of their lives in Dadaab, a refugee camp in Kenya. Life is hard there: never enough food, achingly dull, and without access to the medical care Omar knows his nonverbal brother needs. So when Omar has the opportunity to go to school, he knows it might be a chance to change their future . . . but it would also mean leaving his brother, the only family member he has left, every day.Heartbreak, hope, and gentle humor exist together in this graphic novel about a childhood spent waiting, and a young man who is able to create a sense of family and home in the most difficult of settings. Its an intimate, important, unforgettable look at the day-to-day life of a refugee, as told to New York Times Bestselling author/artist Victoria Jamieson by Omar Mohamed, the Somali man who lived the story.",1
I Have a Dream (Book & CD),Martin Luther Dr. King Jr.,4.9,290.0,4,8,https://www.amazon.com/I-Have-Dream-Book-CD/dp/0375858873/ref=sr_1_390?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-390,"Celebrate Martin Luther King Jr. Day and experience history with picture book of the civil rights leaders iconic speech, including an audio CD. This Coretta Scott King Illustrator Honor Book that will inspire young readers! From Dr. Martin Luther King, Jr.s daughter, Dr. Bernice A. King: “My father’s dream continues to live on from generation to generation, and this beautiful and powerful illustrated edition of his world-changing I Have a Dream speech brings his inspiring message of freedom, equality, and peace to the youngest among us—those who will one day carry his dream forward for everyone.” On August 28, 1963, on the steps of the Lincoln Memorial during the March on Washington, Martin Luther King gave one of the most powerful and memorable speeches in our nations history. His words, paired with Caldecott Honor winner Kadir Nelsons magnificent paintings, make for a picture book certain to be treasured by children and adults alike. The themes of equality and freedom for all are not only relevant today, 50 years later, but also provide young readers with an important introduction to our nations past. Included with the book is an audio CD of the speech.",1
"Princeton Review AP World History: Modern Premium Prep, 2021: 6 Practice Tests + Complete Content Review + Strategies & Techniques (College Test Preparation)",The Princeton Review,4.7,171.0,0,0,https://www.amazon.com/Princeton-Review-World-History-Preparation/dp/0525569707/ref=sr_1_391?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-391,"PREMIUM PRACTICE FOR A PERFECT 5—WITH THE MOST PRACTICE ON THE MARKET!Ace the AP World History: Modern Exam with this Premium version of The Princeton Reviews comprehensive study guide. Includes 6 full-length practice tests with complete explanations, plus thorough content reviews, targeted test strategies, and access to online extras.Techniques That Actually Work.• Tried-and-true strategies to help you avoid traps and beat the test• Tips for pacing yourself and guessing logically• Essential tactics to help you work smarter, not harderEverything You Need to Know to Help Achieve a High Score.• Detailed review of the source-based multiple-choice questions and short-answer questions• Updated to align with the latest College Board standards• Comprehensive guidance for the document-based question and long essay• Access to study plans, lists of key terms and concepts, helpful pre-college information, and more via your Online Student ToolsPremium Practice for AP Excellence.• 6 full-length practice tests (4 in the book, 2 online) with complete answer explanations• Key terms, timelines, and detailed maps in every content review chapter• End-of-chapter drills to test your understanding of primary sources and how they relate to key ideas in world history",1
Paw Patrol - I'm Ready To Read with Chase Sound Book - Play-a-Sound - PI Kids,Editors of Phoenix International Publications,4.8,3.022,3,7,https://www.amazon.com/Paw-Patrol-Ready-Play-Sound/dp/1503705250/ref=sr_1_392?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-392,"It s time for some ruff-ruff reading with Chase! Join Chase and the rest of the PAW Patrol in taking the first steps toward independent reading with the I m Ready to Read with Chase sound book. The 10 sound buttons one for each spread allows beginning readers to hear and follow along as Chase each page is read aloud. The winning combination of simple sentences and large type (and one PAWsome adventure in Adventure Bay!) helps beginning readers to match spoken and printed words, spot and say familiar phrases, and sound out new words! Learning to read is easy when you re with the PAW Patrol pup, pup, hooray!  This Sound Book is special because: Story featuring Chase, Marshall, Skye, Ryder, Rocky, Rubble, Zuma, and more Designed to be your childs first step to reading Connecting printed and spoken words builds your little ones vocabulary Hands-on device encourages learning through play",1
Awesome Engineering Activities for Kids: 50+ Exciting STEAM Projects to Design and Build (Awesome STEAM Activities for Kids),Christina Schul,4.7,4.0760000000000005,5,10,https://www.amazon.com/Awesome-Engineering-Activities-Kids-Exciting/dp/1641523697/ref=sr_1_393?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-393,"Spark creativity and curiosity with fun engineering activities for kids ages 5 to 10Watch your child’s eyes light up as they get excited about engineering, learn how things work, and have tons of fun. Awesome Engineering Activities for Kids is packed with more than 50 fascinating STEAM exercises, complete with step-by-step instructions, colorful pictures, and simple explanations of why the experiments work.This engaging book about engineering for kids includes:Activities kids can do themselves―Make engineering for kids easy and fun with projects like toothpick towers and paper cup phones that use common, inexpensive household materials so they can play and learn anytime.The power of STEAM―Lessons are based in Science, Technology, Engineering, Art, and Math to show kids how these things are everywhere, and help them become better problem solvers and logical thinkers.The basics of engineering―Kids will learn all about engineering with a brief guide to the different types of engineers, an explanation of what they do, and what kids need to know to become one.Unlock the world of engineering for kids with exercises that help them learn, grow, and get creative.",1
Star Wars Mad Libs,Roger Price,4.7,3.145,8,12,https://www.amazon.com/Star-Wars-Libs-Roger-Price/dp/084313271X/ref=sr_1_394?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-394,"Mad Libs is the world’s greatest word game and a great gift for anyone who likes to laugh! Write in the missing words on each page to create your own hilariously funny stories all about Star Wars. Let Star Wars Mad Libs lead you to the ADJECTIVE side of the Force! With 21 “fill-in-the-blank” stories about Luke Skywalker, Princess Leia, Darth Vader, and the rest of the Star Wars cast, this book is full of intergalactic laughter. This title features information from the original six blockbuster films, so get ready to tell Chewbacca to make the jump to light speed! Play alone, in a group or with a bounty hunter at your local cantina! Mad Libs are a fun family activity recommended for ages 8 to NUMBER.",1
Strictly No Elephants,Lisa Mantchev,4.8,1.941,4,8,https://www.amazon.com/Strictly-No-Elephants-Lisa-Mantchev/dp/1481416472/ref=sr_1_395?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-395,"“A sunny, smart, tongue-in-cheek tale.” —The New York Times Book Review “Sweet and affirming.” —Kirkus Reviews “With a gentle message of inclusion and helping others, this title reaches beyond a mere friendship story.”—School Library Journal “Heartening.”—Booklist In this bestselling and internationally beloved picture book, the local Pet Club won’t admit a boy’s tiny pet elephant, so he finds a solution—one that involves all kinds of unusual animals.Today is Pet Club day. There will be cats and dogs and fish, but strictly no elephants are allowed. The Pet Club doesn’t understand that pets come in all shapes and sizes, just like friends. Now it is time for a boy and his tiny pet elephant to show them what it means to be a true friend. Strictly No Elephants has been sold around the world and is heralded as a pitch-perfect book about inclusion. Imaginative and lyrical, this sweet story captures the magic of friendship and the joy of having a pet.",1
